"","D367T01","D367T02","D367T03","D367T07","D367T08","D367T09","D367T13","D367T14","D367T15","D367T19","D367T20","D367T21","D367T25","D367T26","D367T27"
"ENSG00000224843",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"ENSG00000272312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000220581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000216762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222800",0,0,0,0,2,1,0,0,0,0,1,0,0,2,0
"ENSG00000272468",6,13,23,10,59,78,5,20,14,7,21,33,5,35,53
"ENSG00000124635",35,135,177,46,322,305,33,177,129,34,179,223,57,255,273
"ENSG00000196787",23,48,31,42,93,70,45,72,27,25,68,47,33,49,46
"ENSG00000276180",4,5,9,5,4,5,5,5,3,4,6,12,3,3,6
"ENSG00000197903",302,1066,1369,793,1726,1689,626,1024,654,589,1088,1359,638,1342,1303
"ENSG00000274997",0,0,1,0,0,1,0,0,0,0,0,0,2,0,3
"ENSG00000265565",0,0,1,0,1,2,0,1,0,1,0,0,0,2,2
"ENSG00000174572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000158553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000220758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204789",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000124613",3,9,8,8,8,9,15,19,16,15,20,21,1,11,8
"ENSG00000271755",2,1,1,8,5,9,2,2,3,2,5,1,3,2,0
"ENSG00000237154",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000096654",99,102,105,220,156,151,179,80,52,226,164,151,253,88,112
"ENSG00000285849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000218347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000216676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000281706",0,1,0,0,2,1,0,1,0,0,0,0,0,7,2
"ENSG00000216915",0,1,0,3,0,0,0,2,0,1,1,0,0,3,1
"ENSG00000218069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000217862",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000185130",3,3,2,0,1,1,1,2,1,1,3,1,3,2,1
"ENSG00000196747",3,18,26,8,28,17,5,33,10,6,21,38,8,16,20
"ENSG00000278828",11,50,57,14,78,66,15,62,29,9,58,65,24,41,42
"ENSG00000276368",0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000273703",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"ENSG00000197238",0,1,1,0,3,1,0,1,0,0,1,0,0,5,1
"ENSG00000273542",1,5,7,1,19,18,3,12,8,1,13,15,4,10,8
"ENSG00000233822",37,25,38,44,99,67,19,54,17,34,55,51,38,40,49
"ENSG00000275221",0,7,4,2,3,3,2,1,2,3,4,0,3,3,1
"ENSG00000217646",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000276903",1,0,0,1,1,1,2,0,0,1,0,0,0,0,0
"ENSG00000184357",2,0,0,1,0,1,0,0,0,2,0,0,2,0,0
"ENSG00000275379",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000275126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197153",0,0,1,1,0,1,2,0,0,0,0,0,0,0,0
"ENSG00000278677",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000274641",1,7,3,0,5,7,1,11,2,1,4,4,2,7,13
"ENSG00000238610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168126",0,1,1,0,3,4,0,5,1,0,1,2,0,4,1
"ENSG00000124657",0,5,5,0,5,10,3,5,5,0,3,6,0,6,4
"ENSG00000214374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000216629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000217539",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000199851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000217315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187763",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000182477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000220721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272009",8,4,4,16,7,1,15,4,1,16,5,7,12,6,3
"ENSG00000197279",10,14,11,20,10,8,24,10,4,28,1,15,30,8,5
"ENSG00000219891",4,0,3,4,9,1,0,1,2,1,3,5,6,6,4
"ENSG00000219392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000269293",145,44,49,119,13,28,127,23,14,129,19,18,199,16,19
"ENSG00000196812",54,383,437,116,349,303,96,293,174,89,459,496,106,410,332
"ENSG00000261839",0,2,0,1,6,2,2,2,2,3,1,1,1,2,4
"ENSG00000198315",438,600,717,660,832,852,473,573,374,484,732,799,627,652,634
"ENSG00000226314",6,7,11,3,11,7,4,7,4,14,7,12,5,8,10
"ENSG00000280107",2,0,0,1,1,2,1,1,1,2,0,0,2,0,0
"ENSG00000216901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000218016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176933",3,3,5,2,10,7,6,15,5,5,13,10,7,11,6
"ENSG00000137185",123,177,213,157,170,189,118,160,90,150,198,228,181,222,185
"ENSG00000187626",104,69,90,127,93,88,136,78,50,113,86,115,196,91,80
"ENSG00000189134",3,19,16,7,29,28,5,19,6,5,25,23,13,30,22
"ENSG00000197062",86,209,212,133,233,190,107,221,94,120,326,341,180,328,240
"ENSG00000276302",0,2,0,0,3,0,0,0,0,0,2,3,1,0,0
"ENSG00000137338",25,36,34,26,26,21,16,20,10,20,30,24,51,40,40
"ENSG00000273712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270326",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000235109",20,29,9,48,31,21,47,36,14,40,32,36,36,17,19
"ENSG00000189298",127,100,138,144,145,140,129,112,66,137,115,142,219,131,117
"ENSG00000158691",81,105,126,105,150,150,77,107,71,83,131,170,121,141,139
"ENSG00000251877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187987",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"ENSG00000231162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232040",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000246350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225173",0,1,0,0,1,0,0,1,0,0,1,5,0,2,0
"ENSG00000225595",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"ENSG00000213916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204713",384,323,414,552,685,572,537,369,261,505,529,560,683,376,364
"ENSG00000212240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204709",1,0,0,2,2,0,0,1,2,0,1,0,0,0,1
"ENSG00000228666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227214",0,0,0,1,0,0,0,2,0,0,1,1,0,2,1
"ENSG00000244349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197935",1,1,4,6,15,9,1,10,2,5,18,6,10,15,6
"ENSG00000223677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237988",0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
"ENSG00000213886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204681",31,88,85,45,159,133,45,110,90,52,163,213,40,178,216
"ENSG00000232173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204644",0,0,0,0,0,0,46,24,20,0,0,0,0,0,0
"ENSG00000233916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204642",364,5133,5815,797,6789,6006,885,5245,2887,1108,6841,7335,881,7741,6540
"ENSG00000225864",0,0,1,0,2,4,0,0,0,0,3,2,0,0,1
"ENSG00000214922",0,2,2,3,2,2,1,0,1,7,4,4,1,4,3
"ENSG00000239257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235821",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"ENSG00000272236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285761",0,1,6,0,0,1,0,1,0,0,1,2,0,0,2
"ENSG00000270896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181126",0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
"ENSG00000176998",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000261548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204632",5,21,33,11,54,27,1,5,7,7,39,78,17,29,45
"ENSG00000229142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285799",0,0,0,2,18,6,0,0,0,0,0,0,0,0,0
"ENSG00000281831",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000230521",1,0,1,4,9,13,0,0,0,0,0,0,0,0,0
"ENSG00000206341",138,789,932,74,342,313,12,52,24,43,139,170,170,436,437
"ENSG00000231130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230795",2,7,9,1,20,20,0,1,1,1,6,8,0,6,13
"ENSG00000228078",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000206503",2633,15433,19219,2642,8526,8116,7672,23759,14323,3561,11514,13131,5781,17591,15882
"ENSG00000227766",0,1,4,5,11,11,0,2,0,0,0,0,8,10,7
"ENSG00000235290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238024",1,0,0,0,0,0,2,0,0,5,0,0,1,0,0
"ENSG00000224312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204623",14,6,8,14,15,11,8,6,6,10,6,12,13,7,16
"ENSG00000204622",13,79,74,1,24,13,2,17,7,19,75,80,10,52,61
"ENSG00000237669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000066379",73,117,107,164,254,224,118,129,68,124,166,137,166,122,89
"ENSG00000278773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204619",241,323,325,315,541,402,335,302,177,335,440,431,432,337,240
"ENSG00000204618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204616",1,55,41,19,257,116,2,29,21,7,37,29,5,108,63
"ENSG00000231226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204613",1,4,5,0,5,4,0,2,1,0,3,0,1,9,4
"ENSG00000204610",1,7,4,0,7,3,0,3,1,0,3,2,0,1,4
"ENSG00000234127",183,832,1122,250,812,706,252,600,387,276,1283,1270,474,1272,1068
"ENSG00000233892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270604",1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"ENSG00000236475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243753",1,15,12,1,56,61,4,71,50,5,101,122,1,7,13
"ENSG00000280128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231074",60,51,63,68,72,82,36,43,27,50,43,61,90,56,64
"ENSG00000204599",0,0,0,0,1,2,0,0,0,1,0,4,0,1,0
"ENSG00000248167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224936",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"ENSG00000236603",3,0,1,4,0,1,8,0,1,3,2,1,7,0,1
"ENSG00000204592",4937,27230,34692,7316,28346,26445,7241,24606,15596,8933,39288,41967,8836,34769,30562
"ENSG00000235781",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000204590",501,793,1115,788,879,839,653,581,445,634,826,1014,965,798,778
"ENSG00000204576",28,49,59,48,51,53,32,47,24,28,63,74,84,61,70
"ENSG00000204574",1085,2049,2706,1313,1862,1868,1237,1366,1019,1433,1898,2370,2168,1737,1795
"ENSG00000216101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204569",878,738,1238,892,846,900,921,582,603,918,783,996,1240,715,809
"ENSG00000204568",529,397,399,586,624,628,610,339,184,596,483,417,1055,378,286
"ENSG00000137343",24,15,27,39,37,28,31,15,19,44,20,32,44,18,19
"ENSG00000228415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204564",117,91,108,116,77,91,119,71,48,153,86,120,230,72,70
"ENSG00000204560",658,938,1252,868,862,911,799,669,484,858,880,1084,1358,923,840
"ENSG00000146112",310,1249,1537,488,1571,1316,459,917,680,518,1698,1935,874,1508,1451
"ENSG00000137404",55,51,51,53,58,40,48,31,35,60,66,87,128,73,54
"ENSG00000230449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000137337",184,175,195,183,152,123,173,108,65,229,153,202,321,185,163
"ENSG00000224328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196230",4196,2320,2489,3861,1784,1732,4109,1623,1093,6062,2546,3308,9246,2474,2133
"ENSG00000272540",0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"ENSG00000137312",790,2314,2644,1148,2366,2137,1361,1803,1013,1290,2645,2645,1653,2807,2215
"ENSG00000201988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272273",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000137331",0,91,192,7,76,66,14,134,164,10,104,200,23,63,159
"ENSG00000263608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228022",1,0,1,0,2,0,1,1,0,0,0,2,0,1,0
"ENSG00000214894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204580",12,71,64,25,42,33,19,74,34,27,75,64,36,96,113
"ENSG00000284370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000137411",405,329,307,524,417,412,440,278,142,411,299,308,827,376,245
"ENSG00000196260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204540",0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
"ENSG00000204539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204536",108,45,45,167,85,89,150,67,52,223,90,95,248,104,84
"ENSG00000137310",156,10,16,149,11,7,297,9,5,396,29,40,291,18,6
"ENSG00000204531",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"ENSG00000204528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272501",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000206344",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"ENSG00000271821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204525",122,549,632,363,965,961,4021,12337,7330,876,2721,3025,1407,3612,3435
"ENSG00000234745",11072,34563,46407,22696,61716,62641,18567,50305,30988,20295,49770,60636,19357,55074,50507
"ENSG00000214892",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000227939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256166",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271581",0,0,1,0,6,6,2,3,6,0,1,0,0,0,3
"ENSG00000228432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272221",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000204520",70,138,191,44,94,72,209,232,162,146,322,336,222,232,189
"ENSG00000206337",41,307,296,109,477,414,61,315,154,101,361,379,93,395,240
"ENSG00000199332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204516",77,252,348,138,400,370,120,310,246,183,653,707,212,692,618
"ENSG00000201680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204498",31,45,52,82,84,57,87,65,38,88,110,103,88,63,75
"ENSG00000226979",0,10,9,0,2,2,0,4,3,0,5,6,0,8,15
"ENSG00000232810",1,428,776,4,211,288,2,335,360,4,382,532,16,364,409
"ENSG00000227507",3,5,6,8,14,12,11,9,2,5,6,6,26,11,4
"ENSG00000204482",1100,1929,2235,1034,1259,1392,1370,1211,648,1229,1903,1943,3121,1892,1524
"ENSG00000204475",1,0,1,1,0,1,1,0,0,0,1,0,8,2,0
"ENSG00000230622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204472",1207,803,1040,480,680,683,1066,699,406,1487,583,696,4615,970,795
"ENSG00000204469",1874,2834,3959,2529,3090,3075,2236,1949,1541,2475,2902,3555,4080,2935,2968
"ENSG00000200816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000274494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204463",2803,3455,4567,3680,3779,3862,3616,2596,1852,3825,3862,4628,5695,2932,2926
"ENSG00000204444",11,8,7,23,8,12,13,5,1,29,11,5,31,9,10
"ENSG00000204439",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204438",60,136,213,112,192,179,117,156,114,83,182,187,178,193,176
"ENSG00000201207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204428",6,6,13,3,3,5,3,4,3,2,2,4,2,3,1
"ENSG00000204427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
